,patient_score,patient_online,educate,articleCount,spaceRepliedCount,totaldiagnosis,openSpaceTime,hot_num,hospitalName,keshi,good_at,introduction,doctor_title,doctor_id,doctorName,disease
0,0,8,教授,0篇,8位,2位,2011-02-05 08:59,3.6,武汉大学人民医院,心血管内科,擅长于冠状动脉造影术，经皮冠状动脉球囊成形术，经皮冠状动脉内支架置入术，阵发性室上性心动过速、室性早搏、室性心动过速、心房颤动的射频消融术，缓慢性心律失常的起搏器植入术、慢性心力衰竭双室再同步化（CRT)治疗、恶性心律失常的ICD植入术等心脏介入手术，以及高血压、冠心病、晕厥和高脂血症的诊断与治疗,杨波，男，主任医师，教授，心II科主任，心血管内科副主任，1963年生，医学博士，博士生导师。 中华医学会心电生理和起搏分会委员、湖北省心血管病学会委员兼秘书、中国心电信息学分会副主任委员、中华医学会心电生理和起搏分会电生理学组委员、中华医学会心电生理和起搏分会房颤工作委员会委员、中华医学会心电生理和起搏分会心律失常药物工作委员会委员、中华医学会心电生理和起搏分会心力衰竭器械治疗工作委员会委员、中国生物医学工程学会心律学分会室性心律失常与猝死工作委员会委员、中华医学会心电生理和起搏分会卫生部心律失常介入诊疗武汉大学培训基地导师、湖北省心血管病介入诊疗质控中心秘书、《中国心脏起搏与心电生理杂志》编委、《武汉大学学报》（医学版）、《中华老年多器官衰竭杂志》审稿专家。 长期从事心血管疾病的临床、科研和教学工作，曾赴美国、意大利研修心血管疾病的防治。获国家科技进步二等奖1项，湖北省科技进步一等奖3项、湖北省科技成果推广一等奖1项，湖北省及教育部科技进步二等奖各一项，武汉市科技进步一、二等奖各一项。主编学术专著4部，参编学术专著15余部，发表学术论文80余篇。 擅长于冠状动脉造影术，经皮冠状动脉球囊成形术，经皮冠状动脉内支架置入术，阵发性室上性心动过速、室性早搏、室性心动过速、心房颤动的射频消融术，缓慢性心律失常的起搏器植入术、慢性心力衰竭双室再同步化（CRT)治疗、恶性心律失常的ICD植入术等心脏介入手术，以及高血压、冠心病、晕厥和高脂血症的诊断与治疗。,主任医师,36474,杨波,gaoxueya
0,0,2,教授,0篇,2位,0位,2009-04-27 17:18,3.6,武汉大学人民医院,心血管内科,冠心病的介入治疗、人工心脏起搏器植入术，对心房颤动、高血压病及高脂血症,"蒋学俊，男，主任医师，教授，心I科主任，博士生导师。1967年11月生，医学博士。曾在美国及德国进修学习3年，兼任中华医学会心血管病学分会青年委员，中华医学会心血管病学分会心力衰竭学组委员，《中国心脏起搏及心电生理杂志》编委。承担国家973等项目多项，近5年在国内外发表文章30余篇，担任biomaterials,AnnalsofBiomedicalEngineering,ActaBiomaterialia,InternationalJournalofCardiology等杂志的审稿人。擅长：冠心病的介入治疗和心力衰竭的诊断治疗。",主任医师,36458,蒋学俊,gaoxueya
0,0,0,教授,,,,,3.6,哈尔滨医科大学附属第二医院哈尔滨医科大学附属第二医院,心血管内科地方病科,心内科各疾病的诊断、治疗和防预，冠心病、高血压病、心肌病、瓣膜病、心律失常、心衰的药物及冠脉、电生理、先心病的介入治疗,"于波，男，主任医师，教授，科主任，哈医大二院地方性心肌病（克山病）专科主任、地方病研究所地方性心肌病（克山病）研究室主任，心血管病医院院长，医学博士，博士生导师，博士生导师，科技部重点实验室哈尔滨医科大学中国临床新药（心血管）实验中心主任。 擅长心脏病介入诊断与治疗，在冠心病介入治疗、安置人工起搏器、射频消融、先心病封堵、肥厚性梗阻性心肌病化学消融等方面积极进行医疗新技术的开展工作，在国内及省内率先开展了二十余项介入新疗法，应用不开胸微创的介入方法诊断及治疗多种心脏病。  1987年本科毕业，获得临床医学学士学位。分配到哈尔滨医科大学附属二院急诊科工作。1989年考取哈尔滨医科大学硕士研究生；1995年博士毕业，获得内科学博士学位。分配到心内科工作，1997年被破格晋级为副主任医师、副教授，1999年又被破格晋级为主任医师、教授。2000年4月被聘为博士生导师。2001年月被聘为心内科副主任，2002年12月被聘为心内一科主任，哈尔滨医科大学中国临床新药实验中心主任。 多次到国外学习、交流，对心血管常见病、多发病及疑难杂症的诊断有丰富的理论及实践经验，三年间，在经治病人数目上列全院责任医师第一名,近3年开展医疗新技术15项。先后三次受中央电视台“健康之路”节目组邀请，作为嘉宾参加了“健康之路”的直播节目。  在国内率先开展了（1）明胶海绵封堵细小动脉导管未闭（世界首例）；（2）干下型室间隔缺损封堵术（世界第3例）；（3）刀伤性室间隔缺损封堵（世界首例）；（4）主动脉窦瘤破裂的介入封堵治疗（国内首例）；（5）室间隔缺损外科修补术后残余分流的介入封堵（国内首例）；（6）复杂冠状动脉病变合并室间隔缺损的介入治疗（国内首例）；（7）心肌梗死心脏破裂封堵术（国内第四例）；（8）化学消融及冠脉内支架术治疗肥厚性梗阻型心肌病合并冠心病；（9）三腔起搏器及冠脉内支架术治疗冠心病合并心力衰竭（国内首例）；（10）介入法封堵重度肺动脉高压的先心病房间隔缺损；（11）三心腔（双心室）起搏器治疗心脏扩大心力衰竭(东三省首例)；（12）微创介入导管法不开胸治疗先心病膜部室间隔缺损（东三省首例）；（13）冠心病左主干闭塞病变的介入治疗。在黑龙江省内首先开展的有：（1）化学消融治疗肥厚型梗阻性心肌病；（2）射频消融治疗阵发性房颤；（3）不开胸介入封堵动脉导管未闭；（4）介入封堵先心病房间隔缺损；（5）冠脉远端保护装置在冠脉介入治疗中的使用；（6）双腔起搏器治疗肥厚型梗阻性心肌病；（7）冠脉内旋磨术治疗冠心病、心绞痛、心肌梗死；（8）双导丝球囊技术治疗冠心病、心绞痛；（9）射频消融治疗左室流出道室性早搏；（10）三心腔（双心房，单心室）起搏器治疗心力衰竭；（11）干细胞移植治疗心肌梗塞等微创介入新技术；（12）起搏器治疗阵发性房颤。 黑龙江省心血管学会副主任委员 国家介入治疗培训中心委员 《中国介入心脏病学杂志》编委 《中国地方病学杂志》编委 哈医大学术委员会委员 已承担国家“973”课题子课题1项，863课题2项，负责“十一五”国家科技支撑计划项目1项，参加“十一五”国家科技支撑计划项目8项，国家自然科学基金课题3项及多项省级科研课题，并获得三项省级奖项。 近5年在国家核心期刊发表论文30余篇，SCI收录16+4篇。",主任医师,34203,于波,gaoxueya
0,0,890,教授,5篇,890位,6位,2008-03-04 16:54,3.6,中南大学湘雅二医院,心血管外科,瓣膜病、冠心病（搭桥和杂交手术）、大血管疾病、成人先心病、心衰的外科治疗等。,周新民，男，主任医师，胸心外科教授，博士生导师。现任中南大学湘雅二医院心胸外科主任、成人心血管外科主任、湖南心血管疾病研究所所长。曾赴德国心脏中心研修学习心脏辅助装置、心脏心肺移植；赴英国牛津大学心脏中心研修，主攻主动脉疾病的外科治疗和心衰的外科治疗。主持和参加国家及省部级科研课题多项，获国家科学技术进步二等奖1项，省部级成果奖多项。主要研究方向：成人心血管外科，心衰的外科治疗，围手术期心肺保护。,主任医师,32169,周新民,gaoxueya
0,735,12621,教授,20篇,12621位,4468位,2011-12-22 00:43,4.9,山东省立医院,小儿心脏科,先心病介入治疗术、射频消融术、起搏器植入术、心肌炎、心肌病、心内膜弹力纤维增生症、心力衰竭、房性早搏、室性早搏、房性心动过速、心房扑动、阵发性室上性心动过速、室性心动过速、房室传导阻滞、病态窦房结综合征、川崎病、风湿热、肺动脉高压、胎儿先心病、胎儿心律失常及胎儿心肌炎心肌病。,"韩波，医学博士，二级岗主任医师，山东大学教授、博士生导师，山东省泰山学者，山东省有突出贡献的中青年专家，山东省知名专家，山东省智库高端人才，山东省妇女儿童工作智库专家，济南市专业技术拔尖人才。欧洲心律学会会员、山东省高层次人才发展促进会会员。现任山东省立医院山东省儿童医院副院长、儿科主任及小儿心脏科主任，兼任山东省临床医学研究院儿科研究所所长，是山东省卫生系统首批重点学科、山东省首批“泰山学者”建设工程岗位及山东省首批临床重点专科的学科带头人。1986年毕业于青岛医学院儿科系，同年分配至山东省立医院儿科工作至今。1994年考取山东医科大学研究生，1999年获医学博士学位。2002年至2003年赴澳大利亚墨尔本皇家儿童医院心脏科深造14个月。曾接受中央10台《人物》栏目与山东省电视台公共频道《中国好大夫》栏目专访。  从事儿科临床、教学与科研工作32年，擅长诊治小儿心血管疾病，尤其擅长暴发性心肌炎的诊治、先心病介入治疗术、经导管射频消融术及起搏器植入术。目前已独立完成先心病介入治疗术、射频消融术及起搏器植入术近3000例，达国内先进水平。 在省内率先开展经导管射频消融术治疗儿童室上性与室性心动过速及心房扑动，在省内率先应用三维电解剖标测下的经导管射频消融术治疗儿童室上性心动过速、房性心动过速、室性早搏及室性心动过速，在省内率先开展学龄前儿童临时和永久起搏器植入术治疗完全性和高度房室传导阻滞和病态窦房结综合征，在省内率先开展小婴儿动脉导管未闭封堵术和儿童复合型先心病介入治疗，在省内率先开展二代PDA封堵器治疗小型动脉导管未闭与室间隔缺损，在省内率先开展二代血管塞治疗特殊类型动脉导管未闭、肺动静脉瘘及冠状动脉瘘等，均填补了省内空白。 共指导硕士与博士研究生80余名，其中3名为山东省优秀毕业生、1名获山东大学优秀硕士学位论文奖、8名获优秀研究生奖学金。 已成功举办国家级继续医学教育学习班“小儿心血管疾病新进展”8期，2014年5月25至27日在泰安市创办首届泰山儿童心脏病论坛，2015年5月22至24日在莱芜市成功承办中华医学会心电生理和起搏分会第一届全国小儿心律失常学术会议暨第二届泰山儿童心脏病论坛,2015年11月20日值22日举办首届山东省儿科住院医师规范化培训师资培训班；2016年4月28日至30日在烟台市成功承办中国儿童先天性心脏病诊治巡讲（山东站）暨主办第三届泰山儿童心脏病论坛，2017年3月10日至12日值山东省立医院120周年学术巡礼之际举办首届泰山儿科发展高峰论坛暨山东省儿科住院医师规范化培训师资培训班暨第四届泰山儿童心脏病论坛，2017年6月16日至18日山东省医师协会儿科分会心血管专家委员会年会，2017年12月22日至24日举办山东省第二届儿科住院医师规范化培训师资培训班暨山东省立医院儿科联盟成立大会，2018年9月21日至23日在济南承办由中国医师协会儿科分会心血管病专委会主办的2018中国儿童心脏病大会（2018CPCS)）。 自1998年始在山东省内与国内学术会议上大会交流学术论文，自2001年始在国际学术会议上大会口头交流学术论文，自2004年始参加山东省及各地区儿科学术会议等进行专题讲座与主持。自2009年始先后在全国各类学术年会进行专业学术讲座与主持，如中华医学会心电生理和起搏分会学术年会、北京长城国际心脏病学会议、中国介入心脏病学大会、广州中国南方国际心脏病会议、北京五洲国际心血管病会议、中国儿童心脏病大会、全国小儿心律失常学术会议与巡讲、黄河国际心脏病学术会议、内蒙古大草原心血管病大会、哈尔滨冰城国际心血管病暨北方介入心脏病学会议、全军心血管内科学术会议、环渤海儿科年会。 卫生部先心病诊疗技术培训基地导师 中华医学会心电生理和起搏分会小儿心律学工作委员会副主任委员 中华医学会儿科分会委员及心血管学组委员、心律失常协作组组长 中国医师协会儿科分会委员及心血管专业委员会常务委员、心肌炎协作组组长 中国医师协会小儿内科医师定期考核委员会委员 中国中西医结合学会心血管病分会儿童心血管病专业委员会常务委员 中国医师协会心血管内科医师分会儿童心血管专业委员会委员 中国中西医结合学会儿科分会常务委员与心血管学组副组长 山东省医学会常务理事 山东省医学会儿科专业委员会候任主任委员及心血管学组组长 山东省医师协会儿科分会主任委员与心血管学组组长 山东省医学会心血管病学分会结构性心脏病学组副组长 山东省医师协会心律失常专业委员会常务委员 中华医学会心电生理和起搏分会山东电生理女医师联盟常务委员 山东省中西医结合学会儿科专业委员会副主任委员 山东省医院研究型协会儿童心血管病专业委员会主任委员 山东省儿科住院医师规范化培训质控组组长 山东省小儿内科医疗质量控制专家委员会主任委员 欧洲心脏病学会心肌炎心肌病工作组委员 国家与山东省自然基金评审专家及山东省医疗技术鉴定委员会专家 《中华心律失常杂志》与《中华儿科杂志》通信编委 《中华实用儿科临床杂志》编委 《国际儿科学杂志》编委 《CardiologyintheYoung》审稿专家 《EuropeanJournalofPediatrics》审稿专家 全国住院医师规范化培训优秀儿科基地主任奖 山东省心脏病杰出介入专家 山东省卫生系统职工技术能手 山东省卫生系统1020重点科技人才 山东省优秀研究生指导教师 山东大学优秀研究生指导教师 山东大学优秀临床教师 山东省立医院“两好一满意”活动“十佳质量明星” 山东省立医院首届“十佳医师” 主要研究方向为儿科心血管疾病，作为首位完成人，曾荣获山东省科学技术进步一等奖与三等奖、山东省医学科技进步二等奖与三等奖、中华儿科杂志雀巢优秀论文三等奖及山东省优秀博士学位论文等共六个奖项 主编、参编著作18部。 在国内外杂志发表论文180余篇,其中2篇论文在世界最具权威性的欧洲心脏病年会（ESC）大会发言，4篇在亚太小儿心脏病会议大会发言。 承担国家十一五科技支撑课题子课题、国家卫计委十二五行业专项计划子课题、国家自然基金、山东省科技攻关项目、山东省自然基金、山东省卫计委及济南市高校创新课题等18项。 承担山东省卫计委“病毒性心肌炎的诊疗技术”、“川崎病患儿的规范化管理”、“儿童先心病的规范化诊疗与随访”及“先心病产前与产后一体化管理”等4项适宜技术推广项目。",主任医师,28718,韩波,gaoxueya
0,5,0,教授,,,,,3.6,中国人民解放军总医院第一医学中心,心血管内科,冠心病的诊断及治疗，尤其擅长冠心病心绞痛心肌梗死的介入治疗，对难治性心力衰竭，心律失常，心肌病的诊断及治疗有丰富经验，精通心血管影像学,"曹丰，女，博士生导师，教授，主任医师，为中华医学会心血管分会学组委员、中国分子影像分会常委,全军心血管青年委员会副主任委员。临床主攻心血管疾病的诊断及介入治疗，擅长心脏危重病的诊治。2004年12月至2007年10月在美国斯坦福大学医学院心脏科及核医学科进行博士后及研究员工作，发表SCI论文75篇，获各类国际学术会议奖项12次，4项国内外专利。《EurHeartJ》等23家SCI杂志专业审稿人。《中华心血管杂志》通讯编委、《心脏杂志》编委。参编中英文专著6部。",主任医师,224370,曹丰,gaoxueya
0,0,0,教授,,,,,3.6,浙江大学医学院附属第一医院,心血管内科,心脏电生理与介入治疗，冠心病，心律失常，肺动脉高压治疗,"陈君柱，男，主任医师，教授，博士生导师，1962年毕业于浙江医科大学，获学士学位。1986年去美国进修介入心脏病学。至今已从事心血管病临床、教育、科研工作30余年。在国内较早的开展了冠状动脉成形术，二尖瓣球囊扩张成形术，射频消融术，肥厚性梗阻型心肌病的化学消融术和先天性心脏病的介入治疗术,在基础研究上在国内率先开始心源性猝死和家族性高胆固醇血症的异常基因研究。近年主持多项国家级和省部级科研项目，曾获浙江省科学技术进步二等奖1项，三等奖4项，浙江省医学科学技术进步二等奖5项。在临床药物研究方面，曾参加多项国际多中心的新药临床研究，并主持和参加了多项国内新药临床研究工作。至今，已经在SCI收录杂志发表论文10余篇，另在国内核心期刊上发表论文50余篇，参与编写专著2部。擅长心脏电生理与介入治疗，冠心病，心律失常，肺动脉高压治疗。浙江省科学技术进步奖，浙江省医学科学技术进步奖多项。 职务 中华医学会浙江分会主任委员、中华医学会浙江分会介入性心脏病专业组组长、全国心血管病委员会委员、《中华心律失常杂志》、《中国介入性心脏病学杂志》、《心电学杂志》、《临床心脏病学》、《浙江创伤外科》、《浙江生物医学工程》编委 研究方向 内皮祖细胞移植治疗特发性肺动脉高压 主要论文 1.Homocysteineacceleratessenescenceandreducesproliferationofendothelialprogenitorcells.JMolCellCardiol.2006;40(5):648-52. 2.EffectsofrapamycinonnumberactivityandeNOSofendothelialprogenitorcellsfromperipheralblood.CellProlif.2006;39(2):117-25. 3.Effectsofaspirinonnumber,activityandinduciblenitricoxidesynthaseofendothelialprogenitorcellsfromperipheralblood.ActaPharmacolSin.2006;27(4):430-6. 4.ProfoundlyReducedNumberandActivityofCirculatingEndothelialProgenitorCellsfromPatientswithHyperhomocysteinemia.ArchivesofMedicalResearch.2006;37(4):484-489. 5.Effectofheparinonactivationofplateletfunctioninpatientsduringradiofrequencycatheterablation.ClinExpPharmacolPhysiol.2006;33(1-2):66-70. 6.MastCellContributestoCardiomyocyteApoptosisafterCoronaryMicroembolization.JHistochemCytochem.2006;54(5):513-523. 7.Age-andgender-relateddifferenceofACE2expressioninratlung.LifeSci.2006;78(19):2166-2171. 8.Effectsofhomocysteineonnumberandactivityofendothelialprogenitorcellsfromperipheralblood.JournalofMolecularandCellularCardiology36(2):233-239FEB2004. 9.Single-nucleotidepolymorphismsinSCN5AgeneinChineseHanpopulationandtheircorrelationwithcardiacarrhythmias.GenetMed,2004May-Jun;6(3):159. 10.SinglenucleotidepolymorphismsoftheSCN5AgeneinHanChineseandtheirrelationwithBrugadasyndrome，ChineseMedicalJournal,117(5):652-6May2004. 11.ImprovementinendothelialprogenitorcellsfromperipheralbloodbyramipriltherapyinpatientswithstablecoronaryarterydiseaseCardiovascDrugsTher,2004May;18(3):203-9.5. 12.Effectsofnicotineonthenumberandactivityofcirculatingendothelialprogenitorcells.JClinPharmacol,2004Aug;44(8):881-9.6. 13.EffectsofOx-LDLonnumberandactivityofcirculatingendothelialprogenitorcells.DrugandChemicalToxicology,27(3):243-25520047. 14.NumberandactivityofendothelialprogenitorcellsfromperipheralbloodinpatientswithhypercholesterolaemiaClinicalScience,107(3):273-280SEP2004 15.Regulationofconnexinexpressionafterballooninjury:mechanismforantiproliferativeeffectofstatins?Hypertension2004;44(4):555－555. 16.StatinsReduceConnexin40andConnexin43ExpressioninAtheroscleroticAortaofRabbits.InternationalJournalofCardiology2005;100(3):467-475 17.Effectsofnicotineonthenumberandactivityofcirculatingendothelialprogenitorcells.JClinPharmaco,2004(44):881-9.1 18.Effectsofpuerarinonnumberandactivityofendothelialprogenitorcellsfromperipheralblood.ActaPharmacolSin,2004(25):1045-51",主任医师,30272,陈君柱,gaoxueya
0,0,0,教授,,,,,3.6,华中科技大学同济医学院附属同济医院华中科技大学同济医学院附属同济医院,心血管内科综合医疗科,冠心病、高血压、心肌病、心力衰竭等心血管疾病的诊治；心动过速的射频消融、起搏器植入术，恶性心律失常的诊治；老年心血管病的诊治,张存泰，男，教授、主任医师，老年心血管专业、博士研究生导师、二级教授，华中科技大学同济医学院附属同济医院老年病科主任、同济医院干部保健办公室主任、同济医院老年医学研究所所长、同济医院老年病教研室主任，华中科技大学同济医学院全科医学系主任。已培养博士硕士六十余人，博士后2人。 张存泰教授从事心血管病学和老年医学的临床、科研、教学工作36年，在高血压、冠心病、心肌病、心力衰竭、心律失常等心血管疾病的诊治方面有丰富的临床经验，在老年多器官功能不全、血管老化、免疫衰老等多个老年病研究领域取得重要成果。 在张存泰教授的带领下，同济医院老年医学科在复旦版《中国医院专科声誉排行榜》上，连续7年位居全国前八和中部地区第一，近2年跃居全国第五。建设了中南地区首个老年ICU病房，中部地区“老年急危重症救治中心”的地位日益凸显。在国内率先开展血管老化的临床和基础研究，创办国内首个“血管老化沙龙”，作为发起单位、启动国内首个多中心血管老化研究，2018年牵头制定发布国内首个血管衰老共识——《血管衰老临床评估与干预中国专家共识》。近年多个老年医学基地落户同济：是“国家老年医学临床重点专科”、国家老年医学中心湖北分中心、中部地区第1家“老年科临床营养实施示范基地”、“湖北省老年病防治与保健临床医学研究中心”、“湖北省老年专科护士培训基地”、“湖北省院士专家服务示范基地”、“武汉市老年多器官功能不全救治与康复临床研究中心”、湖北省老年综合评估中心、湖北省老年心肺康复中心等。2013年创办“中部老年病大会”，目前已举办七届，成为国内老年学术交流的品牌盛会。多次成功承办中华医学会老年医学分会全国大会。持续发展同济特色的老年医疗保健模式，锻炼打造出一支医术精湛、作风优秀的医疗保健工作团队，多次出色完成外国元首、国家和省市各级领导人、高知、企业家、外宾的保健和救治重任，连续多年在湖北省干部保健基地检查中排名第一。 华医学会老年医学分会候任主任委员 中国医师协会老年科医师分会副会长 中国老年医学中心联盟副主席 中国老年保健协会常务理事 湖北省医学会常务理事及老年医学分会主任委员 湖北省老年保健学会会长 湖北省老年病防治与保健临床医学研究中心主任 湖北省政协委员 中华老年医学杂志副总编辑 中华老年病研究电子杂志副总编辑 中华老年多器官疾病杂志地区副主编 AgingMedicine、FrontiersinGenetics等10余种杂志编委 第三届国之名医盛典·卓越建树奖 国家卫计委有突出贡献的中青年专家 湖北省五一劳动奖章 湖北省第二届医学领军人才 荣获省部级科技成果奖2项 在国内外核心学术期刊发表学术论文369篇（SCI收录101篇）。 2020年以我院为项目牵头单位，张存泰教授为项目负责人联合全国研究血管衰老专家，共计16家单位经过长期积累，十年磨一剑，成功申报了科技部主动健康和老龄化科技应对方向的重大专项:“老年血管形态功能变化的评估与干预措施研究”，项目获批2867万元。 2017年获十三五国家重点研发计划子课题1项、2019年湖北省科技攻关课题1项、承担国家自然科学基金6项，省部级基金、科研项目13项，武汉市学科带头人计划项目1项，荣获省部级科技成果奖2项。,主任医师,24906,张存泰,gaoxueya
0,0,9,教授,0篇,9位,2位,2014-09-24 16:18,3.6,中国医学科学院北京协和医院,心内科,各种心血管病危险因子（高血压、脂质代谢异常、糖尿病等）的防治、心力衰竭诊治、血栓栓塞性疾病的抗凝和抗血小板治疗、动脉粥样硬化心脑血管病的一级预防和二级预防、以及全身性疾病累及心脏的诊治等。主要研究领域包括：脂质代谢异常、动脉粥样硬化发病机制及预防和心血管病临床药理,"严晓伟，男，主任医师，教授，心内科副主任，内科学系副主任，博士研究生导师。1985年7月毕业于上海医科大学医学系。1990年6月在中国协和医科大学获医学博士学位。2002年6月晋升为北京协和医院心内科正主任医师、教授。1995年9月至1998年4月在瑞士苏黎世大学医院心内科进行博士后研究，主要从事心血管临床药理和血管内皮功能方面的研究。 在国内外医学杂志共发表综述和论著120余篇，著书约80万余字,主编/主译专著5部(其中副主编2部)。现任中华医学会理事，卫生部心血管病防治研究中心专家委员会委员，中国老年学学会心脑血管病专业委员会常务理事，中华医学会心血管病分会动脉粥样硬化与冠心病学组成员，中国医师学会心血管病分会专家委员会委员，中华医学会科学普及分会第八届委员会委员，中国医师学会高血压病分会专家委员会委员，备战2012年伦敦奥运会国家队医疗专家。目前是《中华心血管病杂志》、《中国循环杂志》、《中国介入心血管病杂志》、《中华高血压杂志》、《中华老年心脑血管病杂志》、《基础医学与临床》、《临床心血管病杂志》、《国际心血管病杂志－原国外医学心血管病分册》、《山东医药》、《国际循环》、《JACC中文版》、《EurHeartJ中文版》、《BMJ中文版》和《中国心血管杂志》编委,《中国医刊》特邀编委。MemberofInternationalSocietyofHypertension,MemberofEuropeanSocietyofHeartFailure。临床工作着重于各种心血管病危险因子（高血压、脂质代谢异常、糖尿病等）的防治、心力衰竭诊治、血栓栓塞性疾病的抗凝和抗血小板治疗、动脉粥样硬化心脑血管病的一级预防和二级预防、以及全身性疾病累及心脏的诊治等。主要研究领域包括：脂质代谢异常、动脉粥样硬化发病机制及预防和心血管病临床药理。",主任医师,20105,严晓伟,gaoxueya
0,1,101,教授,2篇,101位,19位,2009-03-11 17:08,3.6,中山大学附属第一医院中山大学附属第一医院东院曾武涛医生个人工作室（广州市  越秀区）,心血管内科心血管内科心血管内科,冠心病介入治疗，心力衰竭、高血压、房颤以及各种心血管疑难疾病诊治,曾武涛，男，主任医师，教授，心血管内科主任，新加坡国立大学博士后，博士研究生导师。现任中山大学附属第一医院心血管医学部副主任，东院心内科主任，心电远程监控中心负责人。中山医科大学首届7年制毕业获医学硕士学位（心血管内科专业），毕业后在中山医科大学附属第一医院心内科工作。2001年获医学博士学位，率先在国内开展了血管紧张素-（1-7）的相关研究。2004年-2005年赴新加坡国立大学进行博士后研究工作，与国际知名纳米专家冯思慎教授合作进行有关纳米技术在心血管领域中的应用。主要从事于心脏病基础与临床研究工作，擅长冠心病、高血压等心血管疾病的诊治，尤其擅长冠心病的介入诊断与治疗技术。先后负责或参加国家、部级、省级科研项目10多项，发表论著50多篇，其中SCI收录文章10篇，主编《心血管病最新诊断与防治策略》专著一部。现为广州市中、老年健康促进会常务理事，中华医学会健康管理学分会健康管理城市社区全科医生培训讲师，广东省介入性心脏病学会委员，中山大学体外反搏临床研究顾问委员会委员，并担任《生物医学工程与临床》等杂志编委，《中山大学学报医学版》、《中国新药与临床》杂志、《新医学》审稿专家。,主任医师,17307,曾武涛,gaoxueya
0,0,1061,教授,9篇,1061位,29位,2009-02-19 18:57,3.6,海军军医大学第一附属医院,心血管外科,心脏瓣膜病、冠心病、大动脉瘤、先心病的外科治疗，特别是微创瓣膜手术、微创冠状动脉搭桥术、心脏不停跳搭桥术（OPCABG）、急性主动脉夹层、主动脉弓部瘤的外科治疗等高难度心脏手术,徐志云，男，医学博士，教授、主任医师、博士生导师。享受国务院政府特殊津贴。曾在世界著名的美国圣文森医院心脏中心学习和工作2年。全军胸心外科研究所副所长、上海市成人心血管病临床医学中心主任、全军心脏外科转化医学重点实验室主任。上海市卫生系统百名跨世纪优秀学科带头人、上海市医学领军人才和上海市优秀学科带头人，总后勤部科技新星及总后勤部院校育才奖银奖、第四届中国医师协会心血管外科医师奖（金刀奖）获得者。 任中央军委保健委员会会诊专家，全国胸心血管外科学会委员、全军胸心血管外科学会副主任委员和上海市心血管外科学会主任委员，中国医师协会心血管外科医师分会副总干事及大血管和心脏瓣膜病学组副主任委员，国际心血管外科协会亚洲分会会员，韩国高丽大学临床医学教授，上海医学会医疗事故技术鉴定专家库专家，国家自然科学基金委项目评审专家。任《中华外科杂志》、《中华胸心血管外科杂志》、《中华实验外科杂志》、《国际心血管病杂志》、《中国胸心血管外科临床杂志》等11种杂志的编委。 发表学术论文250余篇，参编专著16部，主编专著2部，曾获国家科技进步二、三等奖各1项、省部级一、二等奖10项，承担国家“863”项目、卫生部行业专项基金等多项国家、军队和上海市重点课题。 从事胸心血管疾病的外科治疗和研究已30多年，积累了丰富的经验。目前每年主刀心脏及大血管手术600余例。在心脏瓣膜病（瓣膜置换、瓣膜成形、微创瓣膜手术）、冠心病（微创CABG、心脏不停跳搭桥术）、大动脉瘤（升主动脉瘤、主动脉弓部瘤、急性主动脉夹层）的手术治疗和研究及先心病的外科治疗等领域具有很深的造诣，治疗水平达到了国际先进水平，是我国著名的胸心外科专家。,主任医师,14286,徐志云,gaoxueya
0,0,3,教授,0篇,3位,0位,2009-02-24 17:14,3.6,上海交通大学医学院附属第九人民医院,心血管内科,动脉粥样硬化、冠心病的防治及冠心病、心肌梗塞的介入治疗.,王长谦，男，心内科主任，上海交通大学内科学教授，主任医师，医学博士，博士生导师，九院临床医学院副院长，诊断学教研室主任等。中华心血管病学会动脉粥样硬化和冠心病学组委员，上海市心血管病学会委员兼预防学组组长，上海市内科学会委员，国际动脉粥样硬化学会委员，中国动脉粥样硬化学会委员，中国医药教育协会专家委员会常委，海峡两岸医药卫生交流协会心血管内科专业委员会常委，《心血管康复医学杂志》常务编委，国内大型心血管病会议主席团成员等。 长期致力于心血管疾病的临床、科研和教学工作。临床擅长动脉粥样硬化、冠心病的防治及冠心病、心肌梗塞的介入治疗。 在国外学术期刊发表SCI收录论著20余篇，在国内学术期刊发表论文70余篇。 2002年和2003年分别赴美国Connecticut州Hartford医院和德国Saarl州Saarbrucken医院心脏介入中心学习。 先后于1998年入选上海市青年科技启明星计划，2001年获上海市教委系统优秀共产党员，2003年获上海市第九届银蛇奖，上海市卫生局先进工作者，2009年获上海市优秀学科带头人。 近年获科研成果鉴定4项，获上海市科技进步三等奖2项，申请国家发明专利2项。至今获国家自然科学基金科研项目5项。,主任医师,13267,王长谦,gaoxueya
